Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected),Pattern 6 (%),Pattern 6 (% Detected)
1,0.004191114836546521,0.0009165902841429881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008382229673093043,0.006416131989000917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012573344509639563,0.007332722273143905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.016764459346186086,0.01466544454628781,0.0,0.0,0.0,0.0,0.0,0.1,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020955574182732608,0.02016498625114574,0.0,0.0,0.0,0.0,0.0,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.025146689019279127,0.02383134738771769,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.03125,0.0,0.0,0.0,0.0,0.0,0.0
7,0.02933780385582565,0.027497708524289642,0.0,0.0,0.0,0.1,0.037037037037037035,0.3,0.2,0.2,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
8,0.03352891869237217,0.02933088909257562,0.0,0.0,0.0,0.1,0.037037037037037035,0.3,0.2,0.2,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
9,0.037720033528918694,0.035747021081576534,0.0,0.0,0.0,0.1,0.037037037037037035,0.3,0.2,0.3,0.09375,0.0,0.0,0.0,0.0,0.2,0.2
10,0.041911148365465216,0.03941338221814849,0.0,0.0,0.0,0.1,0.037037037037037035,0.3,0.2,0.3,0.09375,0.0,0.0,0.0,0.0,0.2,0.2
11,0.04610226320201174,0.04766269477543538,0.0,0.0,0.0,0.1,0.037037037037037035,0.3,0.2,0.3,0.09375,0.0,0.0,0.0,0.0,0.2,0.2
12,0.050293378038558254,0.05041246562786435,0.0,0.0,0.0,0.1,0.037037037037037035,0.3,0.2,0.3,0.09375,0.0,0.0,0.0,0.0,0.2,0.2
13,0.054484492875104776,0.05682859761686526,0.0,0.0,0.0,0.3,0.1111111111111111,0.3,0.2,0.4,0.125,0.0,0.0,0.0,0.0,0.2,0.2
14,0.0586756077116513,0.05774518790100825,0.0,0.0,0.0,0.3,0.1111111111111111,0.3,0.2,0.4,0.125,0.0,0.0,0.0,0.0,0.2,0.2
15,0.06286672254819782,0.06507791017415215,0.0,0.0,0.0,0.3,0.1111111111111111,0.3,0.2,0.4,0.125,0.0,0.0,0.0,0.0,0.2,0.2
16,0.06705783738474434,0.06966086159486709,0.0,0.0,0.0,0.3,0.1111111111111111,0.3,0.2,0.4,0.125,0.0,0.0,0.0,0.0,0.2,0.2
17,0.07124895222129086,0.07516040329972502,0.0,0.0,0.0,0.3,0.1111111111111111,0.3,0.2,0.4,0.125,0.0,0.0,0.0,0.0,0.2,0.2
